id,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
52,303040,832.4755,B,text_2722,2020-04-12 00:00:00,626020,881.8966,C,text_7615,2022-05-03 00:00:00,746656,726.8225,D,text_8524,2022-02-08 00:00:00,731863,723.7159,A,text_3385,2021-03-31 00:00:00,251536,261.0261,C,text_363,2020-03-22 00:00:00,980282,592.9544,C,text_32,2022-05-27 00:00:00,851418,449.2674,A,text_8277,2021-08-24 00:00:00,249603,605.292,D,text_1692,2022-04-30 00:00:00,822455,365.0238,C,text_3366,2022-08-27 00:00:00,941875,345.9909,A,text_4843
53,827006,618.7662,D,text_2020,2021-12-11 00:00:00,814092,994.0641,A,text_1567,2021-11-15 00:00:00,840854,979.1783,B,text_8848,2020-11-23 00:00:00,542595,846.7496,B,text_5820,2022-11-22 00:00:00,470388,208.3031,D,text_78,2021-03-11 00:00:00,620015,444.4238,A,text_6556,2021-04-23 00:00:00,102779,553.0534,C,text_2472,2022-01-27 00:00:00,217049,642.9525,D,text_9462,2022-06-23 00:00:00,260920,758.7421,B,text_7351,2020-05-31 00:00:00,879821,542.6405,D,text_4903
54,929798,441.9399,C,text_9215,2021-12-08 00:00:00,991053,893.5355,B,text_5981,2020-04-16 00:00:00,880306,664.5762,D,text_839,2022-04-07 00:00:00,215814,192.235,B,text_3678,2022-09-25 00:00:00,629902,693.18,B,text_5879,2021-10-11 00:00:00,267433,560.2878,C,text_4744,2020-09-17 00:00:00,801228,398.9836,C,text_6016,2022-09-25 00:00:00,317764,600.5401,D,text_3342,2020-02-18 00:00:00,136151,704.5471,D,text_6457,2021-07-20 00:00:00,173568,490.7578,D,text_2453
55,801304,820.0485,C,text_4182,2022-12-06 00:00:00,138209,237.0543,D,text_2082,2022-09-24 00:00:00,899074,499.7225,D,text_4194,2020-04-30 00:00:00,298897,440.2109,C,text_7544,2020-10-03 00:00:00,47465,697.7621,D,text_4999,2020-05-11 00:00:00,675754,316.4653,C,text_2444,2021-09-30 00:00:00,962400,272.9949,A,text_8421,2022-07-12 00:00:00,419203,419.3115,A,text_2206,2020-11-29 00:00:00,793642,122.7183,A,text_4416,2020-08-30 00:00:00,421002,11.8802,A,text_7232
56,652528,701.8841,A,text_1890,2021-01-19 00:00:00,989088,92.0724,C,text_341,2020-02-29 00:00:00,47801,451.7536,A,text_9379,2020-05-09 00:00:00,240980,602.3312,D,text_476,2021-10-18 00:00:00,5613,613.2395,A,text_7312,2020-09-25 00:00:00,776320,718.9265,A,text_2672,2021-06-02 00:00:00,370819,969.932,B,text_7681,2022-02-06 00:00:00,882791,56.1765,B,text_5188,2021-08-18 00:00:00,875194,738.6598,C,text_4069,2020-08-06 00:00:00,814121,641.0155,D,text_9309
57,635772,884.2526,C,text_4371,2021-11-21 00:00:00,31083,277.9971,C,text_426,2021-01-17 00:00:00,189483,677.7939,B,text_6386,2021-06-19 00:00:00,408627,519.8121,B,text_4853,2020-06-29 00:00:00,537942,244.1675,A,text_3899,2020-04-01 00:00:00,81989,497.8423,C,text_975,2020-11-15 00:00:00,494927,275.9079,A,text_7462,2022-09-28 00:00:00,840452,268.41,B,text_2353,2020-11-12 00:00:00,285280,384.2652,D,text_7853,2020-06-20 00:00:00,675670,356.9727,A,text_2690
58,3688,839.4109,D,text_5167,2021-12-23 00:00:00,882280,454.6545,C,text_8673,2022-02-09 00:00:00,379146,533.7721,A,text_9748,2022-09-20 00:00:00,590714,708.204,D,text_6119,2021-12-28 00:00:00,147157,705.5698,D,text_4967,2021-09-30 00:00:00,178604,358.9536,D,text_5219,2021-07-07 00:00:00,527935,215.3917,A,text_3640,2022-05-22 00:00:00,881428,701.9491,C,text_4496,2021-05-26 00:00:00,81711,691.7686,D,text_8101,2021-11-19 00:00:00,492316,653.3295,C,text_853
59,994159,964.1906,A,text_7904,2020-09-08 00:00:00,961571,661.4048,B,text_3754,2022-06-11 00:00:00,353086,223.5241,D,text_7997,2021-02-08 00:00:00,567980,183.0331,B,text_7366,2022-09-19 00:00:00,14483,400.8005,D,text_981,2020-05-06 00:00:00,533606,580.9348,C,text_7369,2020-09-16 00:00:00,261992,35.7517,B,text_1194,2021-09-27 00:00:00,488910,378.5436,A,text_8062,2021-12-21 00:00:00,489086,896.3815,A,text_5910,2022-12-07 00:00:00,612631,716.9321,C,text_100
60,695537,175.0863,A,text_9796,2021-11-29 00:00:00,533046,217.9864,A,text_5930,2020-08-03 00:00:00,348300,237.3064,C,text_3336,2022-04-10 00:00:00,241345,947.0382,D,text_4916,2021-04-23 00:00:00,801446,100.4307,D,text_1183,2021-12-16 00:00:00,951906,798.6091,B,text_640,2020-01-03 00:00:00,857074,579.5486,C,text_8191,2020-06-15 00:00:00,782293,908.3795,A,text_7674,2021-11-18 00:00:00,393459,924.1124,A,text_6475,2020-12-14 00:00:00,56228,37.0713,B,text_8310
61,875928,635.3762,B,text_3090,2020-05-31 00:00:00,103188,557.9691,C,text_675,2022-06-09 00:00:00,666368,729.5453,D,text_7480,2020-03-12 00:00:00,759543,993.9996,A,text_2949,2020-09-15 00:00:00,771442,179.8124,A,text_9966,2021-06-01 00:00:00,630757,399.5102,B,text_2680,2022-09-06 00:00:00,186944,967.8776,A,text_5902,2021-06-24 00:00:00,510589,989.7867,C,text_6271,2020-07-04 00:00:00,119851,897.1416,A,text_8324,2021-11-20 00:00:00,636232,627.088,D,text_4976
62,116735,12.487,D,text_6813,2021-05-26 00:00:00,696057,625.8445,D,text_1436,2022-02-16 00:00:00,530653,327.5521,B,text_1479,2020-08-23 00:00:00,311119,385.0198,C,text_7399,2021-08-03 00:00:00,572041,671.6459,B,text_7199,2022-05-10 00:00:00,942155,172.3313,D,text_3517,2021-01-01 00:00:00,443658,772.8674,B,text_322,2021-06-13 00:00:00,804177,812.9765,A,text_8552,2021-05-25 00:00:00,772368,749.5712,B,text_382,2020-10-07 00:00:00,376304,957.485,B,text_1276
63,456798,527.0028,D,text_9288,2020-07-26 00:00:00,971646,901.2934,D,text_4512,2020-01-20 00:00:00,388969,839.622,C,text_4438,2021-11-28 00:00:00,825446,809.7789,B,text_1065,2022-09-27 00:00:00,858777,153.8814,A,text_9887,2021-04-16 00:00:00,483527,901.9509,A,text_989,2022-02-21 00:00:00,715128,271.6418,A,text_8592,2021-05-03 00:00:00,616251,880.6844,C,text_8363,2022-06-29 00:00:00,95323,943.8696,B,text_2174,2022-06-01 00:00:00,38130,955.9835,B,text_3919
64,336014,893.5505,C,text_3266,2020-08-24 00:00:00,462413,260.2206,B,text_284,2022-03-15 00:00:00,782343,906.1941,A,text_849,2022-06-01 00:00:00,816895,821.9211,A,text_1048,2020-04-05 00:00:00,23647,884.4877,C,text_3683,2021-01-15 00:00:00,658190,260.7324,C,text_2988,2022-01-12 00:00:00,343267,211.2212,B,text_135,2022-04-17 00:00:00,34754,608.7378,C,text_5040,2021-11-15 00:00:00,402504,835.477,C,text_3783,2022-01-20 00:00:00,352383,383.862,D,text_1941
65,251790,544.8664,B,text_8462,2020-04-23 00:00:00,793642,227.8236,A,text_1251,2022-10-24 00:00:00,459725,536.4767,D,text_923,2020-03-08 00:00:00,964667,334.8294,A,text_242,2022-07-27 00:00:00,100674,378.0923,D,text_526,2021-08-10 00:00:00,998969,85.5981,B,text_2252,2021-09-23 00:00:00,825016,176.5794,D,text_7722,2022-08-30 00:00:00,817519,941.8954,A,text_3898,2020-07-26 00:00:00,806826,104.2496,C,text_786,2022-12-15 00:00:00,835346,989.0291,C,text_1892
66,89309,998.9299,A,text_9000,2022-02-18 00:00:00,629843,784.0567,B,text_2055,2021-10-29 00:00:00,52453,636.7793,C,text_7772,2020-12-13 00:00:00,123580,497.6898,D,text_3979,2020-08-28 00:00:00,603415,50.9481,A,text_7795,2021-02-18 00:00:00,941488,881.3432,B,text_3370,2022-08-25 00:00:00,279064,952.5565,A,text_6645,2020-04-09 00:00:00,33857,200.3937,D,text_4929,2022-10-30 00:00:00,836373,426.026,B,text_3250,2021-03-28 00:00:00,445532,265.9843,A,text_4474
67,494794,274.1603,D,text_6176,2020-06-22 00:00:00,932639,729.4966,B,text_8328,2022-02-14 00:00:00,106333,368.8539,C,text_63,2021-05-23 00:00:00,420434,767.8353,A,text_6883,2022-09-05 00:00:00,386430,555.579,B,text_1652,2021-09-03 00:00:00,704167,701.2674,D,text_433,2021-09-15 00:00:00,973455,397.4781,D,text_7466,2020-05-07 00:00:00,735958,969.2937,D,text_2214,2021-01-14 00:00:00,819421,0.66,B,text_6681,2021-03-03 00:00:00,627199,639.2866,A,text_1368
68,585125,6.4804,B,text_1593,2022-06-02 00:00:00,991362,110.2427,D,text_2181,2020-04-09 00:00:00,621512,101.0187,D,text_1358,2021-07-02 00:00:00,629934,826.9488,A,text_8846,2022-11-07 00:00:00,630379,611.8307,A,text_5955,2021-06-30 00:00:00,799978,757.0643,D,text_3079,2021-12-21 00:00:00,253772,110.8313,D,text_2169,2022-05-17 00:00:00,470981,262.1622,C,text_3542,2022-07-02 00:00:00,12302,998.7275,B,text_6178,2021-10-29 00:00:00,811175,804.5135,C,text_5679
69,412164,947.394,D,text_3724,2021-04-09 00:00:00,22972,244.6071,A,text_3105,2022-02-11 00:00:00,983399,731.9931,B,text_4680,2022-12-24 00:00:00,263419,333.2546,C,text_5781,2020-08-10 00:00:00,671732,728.7342,A,text_9201,2022-05-20 00:00:00,571168,603.3516,A,text_1378,2021-02-05 00:00:00,298863,736.9825,A,text_9356,2021-02-24 00:00:00,467083,114.5817,B,text_4401,2022-12-31 00:00:00,650620,48.9477,D,text_4907,2020-07-26 00:00:00,884195,67.8203,D,text_171
70,760048,897.0444,C,text_3154,2022-06-02 00:00:00,781188,148.5849,B,text_3277,2021-01-03 00:00:00,623315,983.734,C,text_4716,2022-12-24 00:00:00,215656,809.0067,A,text_9831,2020-12-31 00:00:00,606416,830.6305,C,text_6345,2022-10-17 00:00:00,741582,294.3143,D,text_3548,2021-07-03 00:00:00,805623,762.9189,A,text_8554,2020-04-24 00:00:00,829535,407.8233,D,text_2003,2021-02-01 00:00:00,958781,97.3428,C,text_488,2022-09-26 00:00:00,123687,942.4433,C,text_8576
71,983241,426.2963,C,text_8360,2021-10-03 00:00:00,51857,957.9452,D,text_4084,2021-03-04 00:00:00,601636,125.6118,B,text_542,2020-11-26 00:00:00,908686,663.2052,B,text_3927,2021-07-01 00:00:00,380016,710.2902,C,text_4113,2021-02-17 00:00:00,801495,779.7407,C,text_8989,2022-10-29 00:00:00,194601,307.1277,D,text_9641,2021-11-13 00:00:00,219537,401.3106,B,text_4921,2021-02-19 00:00:00,968714,760.5962,D,text_4560,2022-05-17 00:00:00,232090,941.4425,A,text_4967
72,855305,243.0431,D,text_5175,2022-01-14 00:00:00,805432,840.4641,A,text_7748,2021-07-26 00:00:00,46089,561.3273,B,text_5745,2020-11-15 00:00:00,313997,586.685,C,text_1867,2020-06-15 00:00:00,839037,845.3276,B,text_1736,2021-12-21 00:00:00,991630,942.2063,B,text_2786,2021-08-16 00:00:00,468748,89.9338,C,text_4268,2021-07-10 00:00:00,651879,588.6948,C,text_6230,2020-03-05 00:00:00,803293,379.4236,D,text_9287,2021-09-15 00:00:00,287498,566.6547,D,text_7758
73,838727,769.5079,D,text_4679,2021-07-31 00:00:00,946973,151.4325,A,text_5765,2021-12-10 00:00:00,127059,696.879,C,text_340,2021-06-26 00:00:00,156559,938.4926,B,text_6964,2020-11-04 00:00:00,380061,690.6131,D,text_8325,2021-12-31 00:00:00,802720,655.2912,B,text_6888,2022-05-23 00:00:00,100423,558.9934,C,text_48,2022-11-30 00:00:00,851268,118.211,D,text_5141,2021-08-13 00:00:00,124797,601.0188,C,text_4497,2020-03-05 00:00:00,714611,709.2738,D,text_7794
74,886817,475.0307,C,text_8695,2021-03-04 00:00:00,752723,472.0128,C,text_6870,2021-07-23 00:00:00,708200,339.4132,C,text_4222,2022-01-16 00:00:00,73568,458.9523,A,text_4678,2020-11-11 00:00:00,882845,690.0003,C,text_3038,2020-09-26 00:00:00,714366,172.1404,A,text_3983,2022-06-11 00:00:00,15255,653.2064,D,text_4278,2022-07-08 00:00:00,739032,51.9144,D,text_6616,2022-10-31 00:00:00,588675,743.9758,C,text_9349,2020-04-29 00:00:00,408092,4.7012,C,text_8660
75,226046,671.5293,A,text_9549,2022-01-07 00:00:00,378865,340.4222,D,text_2057,2022-01-09 00:00:00,296342,163.2863,A,text_324,2020-03-11 00:00:00,426382,104.7346,A,text_8051,2022-10-02 00:00:00,678672,759.5721,B,text_9322,2020-07-22 00:00:00,996670,786.9522,C,text_9448,2021-06-13 00:00:00,204484,116.9407,D,text_7745,2021-07-17 00:00:00,216013,297.8881,A,text_6347,2020-05-13 00:00:00,806037,654.6077,B,text_4369,2021-06-02 00:00:00,888207,526.3155,C,text_2440
76,836287,269.1986,D,text_5010,2020-07-09 00:00:00,73480,319.7242,A,text_2562,2022-06-16 00:00:00,31390,212.3896,D,text_5796,2020-06-07 00:00:00,265170,973.5926,D,text_5696,2021-03-19 00:00:00,517777,963.8716,A,text_3834,2020-05-01 00:00:00,26255,952.4309,D,text_6478,2020-12-02 00:00:00,928688,760.501,A,text_4253,2022-07-26 00:00:00,782029,304.8246,C,text_7070,2021-04-25 00:00:00,200057,78.2682,B,text_8780,2021-08-04 00:00:00,364580,422.355,D,text_5791
77,995902,329.0637,C,text_1581,2020-10-08 00:00:00,716562,298.5998,C,text_4735,2020-02-22 00:00:00,887986,367.6872,B,text_659,2021-12-13 00:00:00,487240,717.8696,C,text_9595,2021-01-24 00:00:00,78705,876.8498,A,text_3548,2021-01-22 00:00:00,86552,129.185,A,text_7161,2020-10-25 00:00:00,241848,356.9419,D,text_9968,2022-08-27 00:00:00,614298,475.2609,C,text_7525,2021-11-08 00:00:00,246133,370.0485,D,text_965,2021-11-24 00:00:00,767033,228.5066,D,text_449
78,304538,481.5945,C,text_9336,2021-02-12 00:00:00,193831,580.7177,A,text_7620,2020-12-10 00:00:00,380564,198.2885,C,text_1592,2020-01-07 00:00:00,286780,437.9929,A,text_6778,2020-12-14 00:00:00,556366,593.1903,C,text_2446,2020-07-19 00:00:00,649537,194.4315,B,text_710,2022-05-10 00:00:00,165820,518.9729,D,text_1743,2022-08-22 00:00:00,595192,770.9478,B,text_7990,2021-03-16 00:00:00,871662,634.7892,C,text_5537,2020-01-29 00:00:00,463234,227.9342,A,text_8445
79,837453,246.1755,C,text_7463,2021-06-08 00:00:00,448254,76.767,B,text_1541,2022-09-21 00:00:00,434422,125.4279,A,text_3399,2020-05-02 00:00:00,97331,148.3569,A,text_3010,2021-07-03 00:00:00,394339,383.2177,A,text_8123,2021-05-15 00:00:00,186316,335.2294,B,text_1198,2020-03-22 00:00:00,505339,622.7382,B,text_1507,2021-06-11 00:00:00,240328,689.7065,A,text_8040,2020-11-24 00:00:00,71205,185.0862,A,text_3963,2020-03-27 00:00:00,248158,707.1356,D,text_6431
80,665422,586.4115,A,text_4144,2020-03-21 00:00:00,260698,692.3996,D,text_5945,2020-04-21 00:00:00,452434,908.7355,B,text_1707,2022-06-12 00:00:00,121465,557.0091,D,text_5198,2022-07-01 00:00:00,334303,265.7384,A,text_3083,2021-12-15 00:00:00,931500,950.7234,B,text_5573,2020-03-03 00:00:00,495012,661.6525,C,text_5158,2020-11-25 00:00:00,237425,862.9003,B,text_4811,2022-05-10 00:00:00,686042,882.519,D,text_4766,2020-07-26 00:00:00,134450,885.2567,D,text_3169
81,998820,130.3379,A,text_4127,2021-09-07 00:00:00,258568,195.3392,B,text_1118,2020-05-12 00:00:00,459363,223.4895,A,text_6228,2022-05-28 00:00:00,879039,814.3766,C,text_8622,2022-12-24 00:00:00,846192,632.3069,B,text_9833,2022-03-23 00:00:00,810722,214.8815,C,text_7486,2021-11-14 00:00:00,18345,970.1965,C,text_5483,2020-03-16 00:00:00,14422,553.6086,B,text_8902,2021-10-09 00:00:00,716082,64.3119,C,text_7377,2022-02-06 00:00:00,927029,477.0298,C,text_1201
82,260191,153.8312,D,text_4821,2022-10-16 00:00:00,707329,134.5121,A,text_7217,2020-12-07 00:00:00,46714,609.6934,A,text_4355,2022-11-08 00:00:00,101298,180.2799,C,text_5978,2022-12-06 00:00:00,351571,282.2474,C,text_4316,2021-08-18 00:00:00,906352,946.2225,D,text_8499,2022-05-06 00:00:00,725626,143.3804,B,text_6893,2020-07-22 00:00:00,827298,541.2439,C,text_4343,2021-03-21 00:00:00,934319,105.8594,D,text_9130,2020-04-07 00:00:00,745483,524.3806,A,text_6857
83,709396,128.0572,C,text_6815,2020-05-02 00:00:00,639730,297.2107,B,text_8324,2020-10-24 00:00:00,431840,239.3434,D,text_6019,2021-01-03 00:00:00,260660,577.5395,D,text_5301,2022-07-29 00:00:00,609040,940.9639,A,text_7119,2021-07-11 00:00:00,157617,60.7662,D,text_473,2020-01-12 00:00:00,67298,106.0114,A,text_6852,2020-11-07 00:00:00,56680,283.2854,A,text_9169,2020-12-25 00:00:00,595566,290.1484,D,text_4574,2022-09-16 00:00:00,753486,89.0302,A,text_7581
84,693343,650.5818,A,text_4747,2022-10-04 00:00:00,752851,6.5743,D,text_9334,2020-06-03 00:00:00,659216,659.8939,B,text_9576,2022-11-08 00:00:00,470123,466.3223,C,text_1760,2021-12-16 00:00:00,385107,877.1308,B,text_629,2020-07-15 00:00:00,132338,436.2277,A,text_3380,2022-03-31 00:00:00,759346,546.9133,B,text_3253,2020-09-25 00:00:00,746012,301.4431,C,text_9263,2020-05-05 00:00:00,857777,396.1711,D,text_957,2022-07-21 00:00:00,805381,811.1465,C,text_3958
85,947190,730.292,C,text_6329,2022-08-24 00:00:00,674761,462.9249,B,text_6362,2022-03-30 00:00:00,639547,868.5687,D,text_3755,2022-11-06 00:00:00,445754,953.7228,D,text_9022,2022-07-11 00:00:00,395996,289.7947,A,text_3520,2021-07-30 00:00:00,62674,795.6477,C,text_6910,2020-01-27 00:00:00,283585,272.1368,C,text_7154,2020-04-23 00:00:00,888901,852.8982,B,text_968,2022-07-17 00:00:00,936154,783.9889,C,text_7776,2021-08-09 00:00:00,529893,625.3082,B,text_8778
86,114652,253.0533,A,text_3239,2021-04-21 00:00:00,120986,860.6655,D,text_7054,2022-05-23 00:00:00,403164,910.8575,D,text_2973,2020-12-28 00:00:00,124292,102.1459,D,text_8051,2020-05-22 00:00:00,942478,902.7216,A,text_2680,2022-11-22 00:00:00,94436,385.6495,B,text_6583,2020-01-19 00:00:00,247590,847.7385,D,text_3653,2021-04-08 00:00:00,31186,84.4988,B,text_8037,2021-04-30 00:00:00,988336,170.1724,C,text_3416,2020-06-24 00:00:00,269736,210.165,C,text_6382
87,479532,89.152,D,text_9256,2020-06-03 00:00:00,695871,281.8158,C,text_6332,2020-10-09 00:00:00,762296,104.7906,C,text_9669,2022-12-10 00:00:00,464911,692.6725,D,text_5518,2021-06-19 00:00:00,27742,518.7815,D,text_9587,2022-10-21 00:00:00,839558,68.8159,B,text_4199,2020-01-31 00:00:00,128271,965.4322,A,text_6910,2021-06-05 00:00:00,870359,434.8258,B,text_8922,2022-08-28 00:00:00,299423,62.8121,A,text_725,2022-08-19 00:00:00,185575,821.5186,D,text_3592
88,352284,917.8476,A,text_1706,2020-08-26 00:00:00,499256,907.0338,B,text_2064,2021-05-29 00:00:00,10527,291.8407,C,text_7619,2022-10-08 00:00:00,549023,337.3282,A,text_4631,2022-10-19 00:00:00,480730,452.239,D,text_1599,2021-10-19 00:00:00,70406,815.612,C,text_9877,2021-04-29 00:00:00,42749,836.0517,A,text_6337,2020-01-30 00:00:00,561638,269.0932,D,text_4202,2020-05-02 00:00:00,313980,751.553,A,text_7111,2022-09-26 00:00:00,406271,516.2812,A,text_4615
89,56797,282.4632,C,text_7299,2022-05-16 00:00:00,418976,136.6581,C,text_55,2021-02-07 00:00:00,571284,668.4787,C,text_2948,2021-03-11 00:00:00,656630,46.2773,D,text_3248,2020-11-01 00:00:00,28202,734.2414,B,text_9089,2021-07-30 00:00:00,576421,552.4088,C,text_346,2020-12-04 00:00:00,871196,104.1328,A,text_3981,2021-12-04 00:00:00,470580,55.1759,C,text_3537,2022-02-11 00:00:00,569278,966.2775,C,text_2520,2022-07-05 00:00:00,918499,865.5581,D,text_8638
90,502980,584.5618,C,text_3524,2021-08-21 00:00:00,527225,254.1159,D,text_6114,2020-08-29 00:00:00,629826,998.1642,C,text_7470,2021-08-07 00:00:00,904902,612.5774,A,text_6016,2022-01-31 00:00:00,844741,404.2507,A,text_2461,2020-06-22 00:00:00,414553,324.2484,A,text_7742,2022-10-31 00:00:00,370944,59.2007,B,text_3880,2021-12-06 00:00:00,232593,456.0095,D,text_7261,2022-05-30 00:00:00,619662,996.728,B,text_8074,2020-12-10 00:00:00,80774,472.1361,B,text_2151
91,568191,224.1825,D,text_1485,2022-05-27 00:00:00,549756,518.3249,A,text_8028,2021-11-06 00:00:00,326746,650.7054,D,text_6367,2020-08-16 00:00:00,381806,725.2486,A,text_7316,2022-02-11 00:00:00,70634,367.1533,D,text_3348,2020-08-01 00:00:00,490993,771.3071,A,text_4691,2021-06-18 00:00:00,247950,399.8572,C,text_2025,2020-04-07 00:00:00,671346,740.5504,A,text_2030,2021-08-09 00:00:00,213443,141.2722,D,text_9367,2020-07-05 00:00:00,167331,99.2063,D,text_3109
92,599675,843.5577,D,text_253,2022-03-08 00:00:00,740988,786.1179,B,text_300,2020-05-31 00:00:00,182499,168.408,B,text_5890,2020-06-29 00:00:00,61964,843.2247,A,text_5357,2020-08-31 00:00:00,149369,903.8195,D,text_3475,2020-01-05 00:00:00,931246,606.6732,D,text_6650,2022-01-05 00:00:00,572879,72.7639,A,text_2253,2022-03-30 00:00:00,365978,686.3473,D,text_9961,2021-12-13 00:00:00,500058,835.0559,D,text_9100,2021-07-18 00:00:00,427242,428.7418,B,text_5256
93,495012,764.6177,C,text_8639,2020-03-20 00:00:00,938978,617.9605,D,text_575,2022-12-05 00:00:00,114431,883.4939,B,text_6144,2022-12-30 00:00:00,629775,130.7232,C,text_3939,2020-06-26 00:00:00,971427,695.4866,B,text_8632,2022-06-06 00:00:00,587688,143.4324,A,text_1053,2021-11-10 00:00:00,189091,836.8639,B,text_6741,2021-07-24 00:00:00,449026,447.6878,B,text_9118,2021-04-22 00:00:00,722078,704.4681,B,text_1503,2022-03-31 00:00:00,442939,325.9148,B,text_6531
94,780681,551.0153,B,text_30,2020-01-29 00:00:00,47218,344.774,C,text_422,2022-02-03 00:00:00,413500,141.852,C,text_9578,2020-05-29 00:00:00,270618,28.9869,A,text_1667,2021-06-23 00:00:00,931176,386.1492,B,text_9534,2022-04-09 00:00:00,591042,689.5885,B,text_6387,2022-09-29 00:00:00,645782,459.8547,D,text_7204,2021-02-14 00:00:00,9712,595.0353,D,text_3078,2020-09-24 00:00:00,591924,62.7268,C,text_4733,2020-10-26 00:00:00,367088,100.1302,C,text_484
95,694641,947.7409,D,text_175,2021-07-07 00:00:00,308999,423.9871,A,text_7214,2022-03-02 00:00:00,943769,469.8077,C,text_1558,2020-06-02 00:00:00,305584,253.8658,C,text_3904,2021-02-05 00:00:00,309729,204.6695,C,text_4694,2020-12-17 00:00:00,102416,324.2457,A,text_3227,2021-01-02 00:00:00,878636,967.9152,C,text_6379,2020-05-16 00:00:00,474742,752.79,D,text_1967,2021-04-27 00:00:00,591007,711.3136,B,text_5249,2020-02-21 00:00:00,417470,980.1492,B,text_3193
96,378345,306.5862,D,text_1384,2022-01-23 00:00:00,476324,448.101,D,text_3101,2021-01-12 00:00:00,703005,197.9897,D,text_2556,2021-02-04 00:00:00,61476,609.6274,D,text_362,2020-03-11 00:00:00,262862,673.6613,B,text_4414,2020-11-10 00:00:00,295612,669.8952,A,text_7328,2021-09-04 00:00:00,998154,474.7915,C,text_4083,2021-09-22 00:00:00,97773,87.4591,C,text_9901,2021-09-30 00:00:00,548004,895.7881,A,text_5248,2022-10-31 00:00:00,192555,349.507,D,text_1333
97,979654,942.7827,A,text_7470,2020-05-20 00:00:00,624092,200.0751,C,text_1974,2021-05-04 00:00:00,200815,570.3471,B,text_666,2022-03-04 00:00:00,695132,57.8077,C,text_2265,2022-02-16 00:00:00,334047,615.3169,A,text_7565,2020-02-11 00:00:00,35987,55.7282,D,text_9632,2020-12-03 00:00:00,598098,879.4794,C,text_2773,2021-04-18 00:00:00,513341,991.6566,B,text_6318,2022-10-10 00:00:00,232856,717.0322,A,text_1199,2020-09-28 00:00:00,339660,167.5802,D,text_9969
98,29838,822.9428,A,text_452,2020-06-02 00:00:00,886160,839.8799,D,text_3595,2021-01-30 00:00:00,324830,463.869,D,text_5115,2020-06-09 00:00:00,249604,607.9897,C,text_7295,2021-03-21 00:00:00,774888,405.7813,C,text_6639,2020-01-27 00:00:00,562685,994.2593,B,text_9711,2022-05-16 00:00:00,728463,852.3487,B,text_4280,2021-07-15 00:00:00,388401,501.152,B,text_7220,2021-04-28 00:00:00,768153,342.0032,B,text_486,2022-07-15 00:00:00,516682,397.4544,A,text_4066
